INFO 2025-08-30 00:06:30,170 autoreload 11512 13544 Watching for file changes with StatReloader
INFO 2025-08-30 00:07:25,100 basehttp 11512 20608 "GET /static/admin/js/urlify.js HTTP/1.1" 200 7887
INFO 2025-08-30 00:07:25,107 basehttp 11512 25236 "GET /static/admin/js/actions.js HTTP/1.1" 200 7872
INFO 2025-08-30 00:07:25,115 basehttp 11512 5524 "GET /static/admin/js/prepopulate.js HTTP/1.1" 200 1531
INFO 2025-08-30 00:07:25,117 basehttp 11512 24220 "GET /static/admin/img/icon-viewlink.svg HTTP/1.1" 200 581
INFO 2025-08-30 00:07:25,118 basehttp 11512 20572 "GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 200 292458
INFO 2025-08-30 00:07:25,128 basehttp 11512 20608 "GET /static/admin/js/prepopulate_init.js HTTP/1.1" 200 586
INFO 2025-08-30 00:07:25,149 basehttp 11512 20608 "GET /static/admin/js/change_form.js HTTP/1.1" 200 606
INFO 2025-08-30 00:07:25,171 basehttp 11512 24624 "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 200 232381
INFO 2025-08-30 00:07:27,075 basehttp 11512 24624 "GET /admin/ HTTP/1.1" 200 7880
INFO 2025-08-30 00:07:42,113 basehttp 11512 24624 "POST /admin/logout/ HTTP/1.1" 200 3576
INFO 2025-08-30 00:07:44,816 basehttp 11512 24624 "GET /admin/ HTTP/1.1" 302 0
INFO 2025-08-30 00:07:44,825 basehttp 11512 24624 "GET /admin/login/?next=/admin/ HTTP/1.1" 200 4178
INFO 2025-08-30 00:08:21,582 basehttp 11512 24624 "POST /admin/login/?next=/admin/ HTTP/1.1" 302 0
INFO 2025-08-30 00:08:21,659 basehttp 11512 24624 "GET /admin/ HTTP/1.1" 200 7880
INFO 2025-08-30 00:08:50,459 basehttp 11512 24624 "GET /admin/patients/patient/add/ HTTP/1.1" 200 19403
INFO 2025-08-30 00:08:50,529 basehttp 11512 24624 "GET /static/admin/js/calendar.js HTTP/1.1" 200 8466
INFO 2025-08-30 00:08:50,529 basehttp 11512 20608 "GET /static/admin/js/admin/DateTimeShortcuts.js HTTP/1.1" 200 19319
INFO 2025-08-30 00:08:50,568 basehttp 11512 20572 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2025-08-30 00:08:50,696 basehttp 11512 20572 "GET /static/admin/img/icon-calendar.svg HTTP/1.1" 200 1086
INFO 2025-08-30 00:09:27,465 basehttp 11512 20572 "GET /static/admin/img/calendar-icons.svg HTTP/1.1" 200 1094
ERROR 2025-08-30 00:10:05,757 basehttp 11512 20572 "POST /admin/patients/patient/add/ HTTP/1.1" 500 198211
INFO 2025-08-30 00:10:31,516 basehttp 11512 20572 "GET /admin/patients/patient/add/ HTTP/1.1" 200 19403
INFO 2025-08-30 00:10:35,279 basehttp 11512 20572 "GET /admin/ HTTP/1.1" 200 7880
INFO 2025-08-30 00:10:35,304 basehttp 11512 20572 "GET /static/admin/css/base.css HTTP/1.1" 304 0
INFO 2025-08-30 00:10:35,306 basehttp 11512 24220 "GET /static/admin/css/dashboard.css HTTP/1.1" 304 0
INFO 2025-08-30 00:10:35,308 basehttp 11512 20608 "GET /static/admin/css/dark_mode.css HTTP/1.1" 304 0
INFO 2025-08-30 00:10:35,309 basehttp 11512 24624 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
INFO 2025-08-30 00:10:35,310 basehttp 11512 5524 "GET /static/admin/css/responsive.css HTTP/1.1" 304 0
INFO 2025-08-30 00:10:35,327 basehttp 11512 24624 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
INFO 2025-08-30 00:10:35,327 basehttp 11512 5524 "GET /static/admin/js/theme.js HTTP/1.1" 304 0
INFO 2025-08-30 00:10:35,335 basehttp 11512 5524 "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 304 0
INFO 2025-08-30 00:10:37,422 basehttp 11512 5524 "GET /admin/accounts/user/ HTTP/1.1" 200 13082
INFO 2025-08-30 00:10:37,453 basehttp 11512 20608 "GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 304 0
INFO 2025-08-30 00:10:37,453 basehttp 11512 20572 "GET /static/admin/js/core.js HTTP/1.1" 304 0
INFO 2025-08-30 00:10:37,453 basehttp 11512 24220 "GET /static/admin/js/jquery.init.js HTTP/1.1" 304 0
INFO 2025-08-30 00:10:37,454 basehttp 11512 25236 "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 304 0
INFO 2025-08-30 00:10:37,461 basehttp 11512 25236 "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 304 0
INFO 2025-08-30 00:10:37,462 basehttp 11512 24220 "GET /static/admin/js/prepopulate.js HTTP/1.1" 304 0
INFO 2025-08-30 00:10:37,462 basehttp 11512 20608 "GET /static/admin/js/actions.js HTTP/1.1" 304 0
INFO 2025-08-30 00:10:37,463 basehttp 11512 20572 "GET /static/admin/js/urlify.js HTTP/1.1" 304 0
INFO 2025-08-30 00:10:37,466 basehttp 11512 5524 "GET /static/admin/css/changelists.css HTTP/1.1" 200 6566
INFO 2025-08-30 00:10:37,488 basehttp 11512 20572 "GET /static/admin/img/search.svg HTTP/1.1" 200 458
INFO 2025-08-30 00:10:37,488 basehttp 11512 20608 "GET /static/admin/img/icon-yes.svg HTTP/1.1" 200 436
INFO 2025-08-30 00:10:37,520 basehttp 11512 20608 "GET /static/admin/js/filters.js HTTP/1.1" 200 978
INFO 2025-08-30 00:10:37,598 basehttp 11512 24624 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2025-08-30 00:10:37,622 basehttp 11512 24624 "GET /static/admin/img/tooltag-add.svg HTTP/1.1" 200 331
INFO 2025-08-30 00:10:37,626 basehttp 11512 20608 "GET /static/admin/img/sorting-icons.svg HTTP/1.1" 200 1097
WARNING 2025-08-30 00:10:53,186 basehttp 11512 20608 "GET / HTTP/1.1" 404 2518
INFO 2025-08-30 00:10:55,034 basehttp 11512 20608 "GET /admin/accounts/user/ HTTP/1.1" 200 13082
INFO 2025-08-30 00:11:05,440 basehttp 11512 20608 "GET /admin/patients/patient/add/ HTTP/1.1" 200 19403
INFO 2025-08-30 00:11:05,477 basehttp 11512 20608 "GET /static/admin/css/forms.css HTTP/1.1" 304 0
INFO 2025-08-30 00:11:05,477 basehttp 11512 20572 "GET /static/admin/js/collapse.js HTTP/1.1" 304 0
INFO 2025-08-30 00:11:05,481 basehttp 11512 5524 "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 304 0
INFO 2025-08-30 00:11:05,489 basehttp 11512 5524 "GET /static/admin/img/icon-viewlink.svg HTTP/1.1" 304 0
INFO 2025-08-30 00:11:05,499 basehttp 11512 5524 "GET /static/admin/css/widgets.css HTTP/1.1" 304 0
INFO 2025-08-30 00:11:05,499 basehttp 11512 20572 "GET /static/admin/js/prepopulate_init.js HTTP/1.1" 304 0
INFO 2025-08-30 00:11:05,521 basehttp 11512 5524 "GET /static/admin/js/change_form.js HTTP/1.1" 304 0
INFO 2025-08-30 00:11:05,625 basehttp 11512 24624 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2025-08-30 00:11:07,199 basehttp 11512 24624 "GET /admin/doctors/doctor/add/ HTTP/1.1" 200 20936
INFO 2025-08-30 00:11:07,276 basehttp 11512 24624 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2025-08-30 00:12:18,043 basehttp 11512 24624 "GET /admin/accounts/user/ HTTP/1.1" 200 13082
INFO 2025-08-30 00:12:18,216 basehttp 11512 24624 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2025-08-30 00:12:18,498 basehttp 11512 24624 "GET /admin/accounts/user/add/ HTTP/1.1" 200 13175
INFO 2025-08-30 00:12:18,600 basehttp 11512 24624 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2025-08-30 00:12:19,874 basehttp 11512 24624 "GET /admin/accounts/user/add/ HTTP/1.1" 200 13175
INFO 2025-08-30 00:12:20,047 basehttp 11512 24624 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2025-08-30 00:12:21,664 basehttp 11512 24624 "GET /admin/accounts/user/ HTTP/1.1" 200 13082
INFO 2025-08-30 00:12:21,730 basehttp 11512 24624 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2025-08-30 00:12:25,248 basehttp 11512 24624 "GET /admin/accounts/user/add/ HTTP/1.1" 200 13175
INFO 2025-08-30 00:12:25,312 basehttp 11512 24624 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2025-08-30 00:12:58,301 basehttp 11512 24624 "POST /admin/accounts/user/add/ HTTP/1.1" 200 13415
INFO 2025-08-30 00:12:58,387 basehttp 11512 24624 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2025-08-30 00:13:14,021 basehttp 11512 24624 "POST /admin/accounts/user/add/ HTTP/1.1" 302 0
INFO 2025-08-30 00:13:14,145 basehttp 11512 24624 "GET /admin/accounts/user/2/change/ HTTP/1.1" 200 24895
INFO 2025-08-30 00:13:14,171 basehttp 11512 24220 "GET /static/admin/js/admin/DateTimeShortcuts.js HTTP/1.1" 304 0
INFO 2025-08-30 00:13:14,171 basehttp 11512 20608 "GET /static/admin/js/calendar.js HTTP/1.1" 304 0
INFO 2025-08-30 00:13:14,199 basehttp 11512 5524 "GET /static/admin/js/SelectBox.js HTTP/1.1" 200 4530
INFO 2025-08-30 00:13:14,200 basehttp 11512 20572 "GET /static/admin/js/SelectFilter2.js HTTP/1.1" 200 15292
INFO 2025-08-30 00:13:14,216 basehttp 11512 24624 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2025-08-30 00:13:14,300 basehttp 11512 24220 "GET /static/admin/img/icon-calendar.svg HTTP/1.1" 304 0
INFO 2025-08-30 00:13:14,313 basehttp 11512 24624 "GET /static/admin/img/icon-unknown.svg HTTP/1.1" 200 655
INFO 2025-08-30 00:13:14,313 basehttp 11512 20572 "GET /static/admin/img/icon-unknown-alt.svg HTTP/1.1" 200 655
INFO 2025-08-30 00:13:14,313 basehttp 11512 20608 "GET /static/admin/img/icon-clock.svg HTTP/1.1" 200 677
INFO 2025-08-30 00:13:14,316 basehttp 11512 5524 "GET /static/admin/img/selector-icons.svg HTTP/1.1" 200 3291
INFO 2025-08-30 00:14:18,737 basehttp 11512 5524 "GET /admin/accounts/user/2/change/ HTTP/1.1" 200 24635
INFO 2025-08-30 00:14:18,757 basehttp 11512 5524 "GET /static/admin/css/base.css HTTP/1.1" 304 0
INFO 2025-08-30 00:14:18,767 basehttp 11512 5524 "GET /static/admin/css/dark_mode.css HTTP/1.1" 304 0
INFO 2025-08-30 00:14:18,768 basehttp 11512 20608 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
INFO 2025-08-30 00:14:18,769 basehttp 11512 24220 "GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 304 0
INFO 2025-08-30 00:14:18,769 basehttp 11512 20572 "GET /static/admin/css/forms.css HTTP/1.1" 304 0
INFO 2025-08-30 00:14:18,771 basehttp 11512 25236 "GET /static/admin/js/jquery.init.js HTTP/1.1" 304 0
INFO 2025-08-30 00:14:18,774 basehttp 11512 5524 "GET /static/admin/css/responsive.css HTTP/1.1" 304 0
INFO 2025-08-30 00:14:18,778 basehttp 11512 20608 "GET /static/admin/js/core.js HTTP/1.1" 304 0
INFO 2025-08-30 00:14:18,779 basehttp 11512 24220 "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 304 0
INFO 2025-08-30 00:14:18,782 basehttp 11512 20572 "GET /static/admin/js/actions.js HTTP/1.1" 304 0
INFO 2025-08-30 00:14:18,783 basehttp 11512 25236 "GET /static/admin/js/urlify.js HTTP/1.1" 304 0
INFO 2025-08-30 00:14:18,785 basehttp 11512 20608 "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 304 0
INFO 2025-08-30 00:14:18,787 basehttp 11512 5524 "GET /static/admin/js/prepopulate.js HTTP/1.1" 304 0
INFO 2025-08-30 00:14:18,788 basehttp 11512 24220 "GET /static/admin/js/prepopulate_init.js HTTP/1.1" 304 0
INFO 2025-08-30 00:14:18,788 basehttp 11512 20572 "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 304 0
INFO 2025-08-30 00:14:18,815 basehttp 11512 24624 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2025-08-30 00:14:19,003 basehttp 11512 24624 "GET /static/admin/css/widgets.css HTTP/1.1" 304 0
INFO 2025-08-30 00:14:19,009 basehttp 11512 24624 "GET /static/admin/js/theme.js HTTP/1.1" 304 0
INFO 2025-08-30 00:14:19,011 basehttp 11512 20572 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
INFO 2025-08-30 00:14:19,017 basehttp 11512 20572 "GET /static/admin/js/change_form.js HTTP/1.1" 304 0
INFO 2025-08-30 00:14:19,154 basehttp 11512 20572 "GET /static/admin/img/search.svg HTTP/1.1" 304 0
INFO 2025-08-30 00:14:22,060 basehttp 11512 20572 "GET /admin/accounts/user/ HTTP/1.1" 200 13626
INFO 2025-08-30 00:14:22,087 basehttp 11512 20572 "GET /static/admin/css/changelists.css HTTP/1.1" 304 0
INFO 2025-08-30 00:14:22,087 basehttp 11512 5524 "GET /static/admin/img/icon-yes.svg HTTP/1.1" 304 0
INFO 2025-08-30 00:14:22,100 basehttp 11512 24624 "GET /static/admin/img/icon-no.svg HTTP/1.1" 200 560
INFO 2025-08-30 00:14:22,103 basehttp 11512 24624 "GET /static/admin/js/filters.js HTTP/1.1" 304 0
INFO 2025-08-30 00:14:22,131 basehttp 11512 24220 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2025-08-30 00:14:22,142 basehttp 11512 24220 "GET /static/admin/img/tooltag-add.svg HTTP/1.1" 304 0
INFO 2025-08-30 00:14:22,142 basehttp 11512 24624 "GET /static/admin/img/sorting-icons.svg HTTP/1.1" 304 0
INFO 2025-08-30 00:14:34,987 basehttp 11512 24624 "GET /admin/accounts/user/?is_staff__exact=1 HTTP/1.1" 200 13745
INFO 2025-08-30 00:14:35,051 basehttp 11512 24624 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2025-08-30 00:14:37,873 basehttp 11512 24624 "GET /admin/accounts/user/?is_active__exact=0&is_staff__exact=1 HTTP/1.1" 200 11878
INFO 2025-08-30 00:14:37,936 basehttp 11512 24624 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2025-08-30 00:14:39,419 basehttp 11512 24624 "GET /admin/accounts/user/?is_active__exact=0&is_staff__exact=1 HTTP/1.1" 200 11878
INFO 2025-08-30 00:14:39,586 basehttp 11512 24624 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2025-08-30 00:14:39,893 basehttp 11512 24624 "GET /admin/accounts/user/?created_at__gte=2025-08-29+00%3A00%3A00%2B00%3A00&created_at__lt=2025-08-30+00%3A00%3A00%2B00%3A00&is_active__exact=0&is_staff__exact=1 HTTP/1.1" 200 12814
INFO 2025-08-30 00:14:39,957 basehttp 11512 24624 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2025-08-30 00:14:40,809 basehttp 11512 24624 "GET /admin/accounts/user/?created_at__gte=2025-08-29+00%3A00%3A00%2B00%3A00&created_at__lt=2025-08-30+00%3A00%3A00%2B00%3A00&is_active__exact=0&is_staff__exact=1 HTTP/1.1" 200 12814
INFO 2025-08-30 00:14:40,879 basehttp 11512 24624 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2025-08-30 00:14:41,732 basehttp 11512 24624 "GET /admin/accounts/user/?created_at__gte=2025-08-29+00%3A00%3A00%2B00%3A00&created_at__lt=2025-08-30+00%3A00%3A00%2B00%3A00&is_staff__exact=1 HTTP/1.1" 200 15659
INFO 2025-08-30 00:14:41,798 basehttp 11512 24624 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2025-08-30 00:14:42,404 basehttp 11512 24624 "GET /admin/accounts/user/?created_at__gte=2025-08-29+00%3A00%3A00%2B00%3A00&created_at__lt=2025-08-30+00%3A00%3A00%2B00%3A00 HTTP/1.1" 200 15824
INFO 2025-08-30 00:14:42,469 basehttp 11512 24624 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2025-08-30 00:14:44,515 basehttp 11512 24624 "POST /admin/accounts/user/?created_at__gte=2025-08-29+00%3A00%3A00%2B00%3A00&created_at__lt=2025-08-30+00%3A00%3A00%2B00%3A00 HTTP/1.1" 302 0
INFO 2025-08-30 00:14:44,574 basehttp 11512 24624 "GET /admin/accounts/user/?created_at__gte=2025-08-29+00%3A00%3A00%2B00%3A00&created_at__lt=2025-08-30+00%3A00%3A00%2B00%3A00 HTTP/1.1" 200 16017
INFO 2025-08-30 00:14:44,641 basehttp 11512 24624 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2025-08-30 00:14:44,667 basehttp 11512 24624 "GET /static/admin/img/icon-alert.svg HTTP/1.1" 200 504
INFO 2025-08-30 00:14:47,954 basehttp 11512 24624 "GET /admin/doctors/doctor/add/ HTTP/1.1" 200 21008
INFO 2025-08-30 00:14:47,982 basehttp 11512 24220 "GET /static/admin/js/collapse.js HTTP/1.1" 304 0
INFO 2025-08-30 00:14:47,987 basehttp 11512 24220 "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 304 0
INFO 2025-08-30 00:14:47,996 basehttp 11512 24220 "GET /static/admin/img/icon-viewlink.svg HTTP/1.1" 304 0
INFO 2025-08-30 00:14:48,031 basehttp 11512 24624 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
ERROR 2025-08-30 00:15:51,861 basehttp 11512 24624 "POST /admin/doctors/doctor/add/ HTTP/1.1" 500 198456
INFO 2025-08-30 00:20:24,721 autoreload 19588 20512 Watching for file changes with StatReloader
WARNING 2025-08-30 00:20:26,720 basehttp 19588 20832 "GET / HTTP/1.1" 404 2518
INFO 2025-08-30 00:22:31,292 autoreload 10520 24588 Watching for file changes with StatReloader
ERROR 2025-08-30 00:22:32,649 basehttp 10520 17296 "GET / HTTP/1.1" 500 74635
INFO 2025-08-30 00:22:47,044 autoreload 10520 24588 D:\healthcare-backend\healthcare_backend\urls.py changed, reloading.
INFO 2025-08-30 00:22:47,929 autoreload 10360 24336 Watching for file changes with StatReloader
INFO 2025-08-30 00:22:51,194 basehttp 10360 21928 "GET / HTTP/1.1" 200 38
INFO 2025-08-30 00:25:29,859 autoreload 10360 24336 D:\healthcare-backend\healthcare_backend\settings.py changed, reloading.
INFO 2025-08-30 00:25:30,765 autoreload 25228 4308 Watching for file changes with StatReloader
INFO 2025-08-30 00:25:42,167 autoreload 25228 4308 D:\healthcare-backend\healthcare_backend\settings.py changed, reloading.
INFO 2025-08-30 00:25:43,122 autoreload 16292 12796 Watching for file changes with StatReloader
INFO 2025-08-30 00:25:56,825 autoreload 16292 12796 D:\healthcare-backend\healthcare_backend\urls.py changed, reloading.
INFO 2025-08-30 00:25:57,791 autoreload 2372 18868 Watching for file changes with StatReloader
INFO 2025-08-30 00:26:06,036 autoreload 2372 18868 D:\healthcare-backend\healthcare_backend\urls.py changed, reloading.
INFO 2025-08-30 00:26:07,062 autoreload 1060 11540 Watching for file changes with StatReloader
ERROR 2025-08-30 00:26:12,319 basehttp 1060 3332 "GET / HTTP/1.1" 500 89502
INFO 2025-08-30 00:26:21,659 autoreload 23696 18680 Watching for file changes with StatReloader
ERROR 2025-08-30 00:26:22,882 basehttp 23696 12544 "GET / HTTP/1.1" 500 89502
ERROR 2025-08-30 00:27:01,312 basehttp 23696 12544 "GET / HTTP/1.1" 500 89639
ERROR 2025-08-30 00:27:02,779 basehttp 23696 12544 "GET / HTTP/1.1" 500 89639
INFO 2025-08-30 00:27:24,240 autoreload 24532 1300 Watching for file changes with StatReloader
INFO 2025-08-30 00:27:26,055 basehttp 24532 20068 "GET / HTTP/1.1" 200 1662
INFO 2025-08-30 00:27:31,046 basehttp 24532 20068 "GET /admin/login/ HTTP/1.1" 302 0
INFO 2025-08-30 00:27:31,226 basehttp 24532 20068 "GET /admin/ HTTP/1.1" 200 8230
INFO 2025-08-30 00:27:31,246 basehttp 24532 20068 "GET /static/admin/css/base.css HTTP/1.1" 304 0
INFO 2025-08-30 00:27:31,252 basehttp 24532 16480 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
INFO 2025-08-30 00:27:31,252 basehttp 24532 24192 "GET /static/admin/css/dashboard.css HTTP/1.1" 304 0
INFO 2025-08-30 00:27:31,252 basehttp 24532 11064 "GET /static/admin/css/responsive.css HTTP/1.1" 304 0
INFO 2025-08-30 00:27:31,252 basehttp 24532 20068 "GET /static/admin/css/dark_mode.css HTTP/1.1" 304 0
INFO 2025-08-30 00:27:31,263 basehttp 24532 20068 "GET /static/admin/js/theme.js HTTP/1.1" 304 0
INFO 2025-08-30 00:27:31,263 basehttp 24532 11064 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
INFO 2025-08-30 00:27:31,268 basehttp 24532 11064 "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 304 0
INFO 2025-08-30 00:27:31,269 basehttp 24532 20068 "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 304 0
INFO 2025-08-30 00:27:34,392 basehttp 24532 20068 "POST /admin/logout/ HTTP/1.1" 200 3576
INFO 2025-08-30 00:27:40,924 basehttp 24532 20068 "GET / HTTP/1.1" 200 1662
INFO 2025-08-30 00:27:41,923 basehttp 24532 20068 "GET /admin/login/ HTTP/1.1" 200 4165
INFO 2025-08-30 00:27:41,947 basehttp 24532 20068 "GET /static/admin/css/login.css HTTP/1.1" 304 0
INFO 2025-08-30 00:27:48,397 basehttp 24532 20068 "POST /admin/login/ HTTP/1.1" 302 0
INFO 2025-08-30 00:27:48,454 basehttp 24532 20068 "GET /admin/ HTTP/1.1" 200 8230
INFO 2025-08-30 00:27:51,474 basehttp 24532 20068 "GET /admin/doctors/doctor/add/ HTTP/1.1" 200 21008
INFO 2025-08-30 00:27:51,495 basehttp 24532 20068 "GET /static/admin/css/forms.css HTTP/1.1" 304 0
INFO 2025-08-30 00:27:51,504 basehttp 24532 11064 "GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 304 0
INFO 2025-08-30 00:27:51,505 basehttp 24532 16480 "GET /static/admin/js/jquery.init.js HTTP/1.1" 304 0
INFO 2025-08-30 00:27:51,506 basehttp 24532 24192 "GET /static/admin/js/collapse.js HTTP/1.1" 304 0
INFO 2025-08-30 00:27:51,510 basehttp 24532 18600 "GET /static/admin/js/core.js HTTP/1.1" 304 0
INFO 2025-08-30 00:27:51,511 basehttp 24532 11064 "GET /static/admin/js/actions.js HTTP/1.1" 304 0
INFO 2025-08-30 00:27:51,512 basehttp 24532 24236 "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 304 0
INFO 2025-08-30 00:27:51,514 basehttp 24532 16480 "GET /static/admin/js/urlify.js HTTP/1.1" 304 0
INFO 2025-08-30 00:27:51,517 basehttp 24532 24192 "GET /static/admin/js/prepopulate.js HTTP/1.1" 304 0
INFO 2025-08-30 00:27:51,520 basehttp 24532 18600 "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 304 0
INFO 2025-08-30 00:27:51,521 basehttp 24532 11064 "GET /static/admin/img/icon-viewlink.svg HTTP/1.1" 304 0
INFO 2025-08-30 00:27:51,522 basehttp 24532 24236 "GET /static/admin/js/prepopulate_init.js HTTP/1.1" 304 0
INFO 2025-08-30 00:27:51,522 basehttp 24532 16480 "GET /static/admin/css/widgets.css HTTP/1.1" 304 0
INFO 2025-08-30 00:27:51,526 basehttp 24532 16480 "GET /static/admin/js/change_form.js HTTP/1.1" 304 0
INFO 2025-08-30 00:27:51,550 basehttp 24532 20068 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2025-08-30 00:28:16,880 basehttp 24532 20068 "POST /admin/doctors/doctor/add/ HTTP/1.1" 200 21323
INFO 2025-08-30 00:28:16,946 basehttp 24532 20068 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2025-08-30 00:28:36,906 basehttp 24532 20068 "POST /admin/doctors/doctor/add/ HTTP/1.1" 302 0
INFO 2025-08-30 00:28:36,982 basehttp 24532 20068 "GET /admin/doctors/doctor/ HTTP/1.1" 200 14452
INFO 2025-08-30 00:28:37,005 basehttp 24532 20068 "GET /static/admin/css/changelists.css HTTP/1.1" 304 0
INFO 2025-08-30 00:28:37,009 basehttp 24532 24236 "GET /static/admin/img/search.svg HTTP/1.1" 304 0
